id,flightNo,date,departure,destination,weekday,month
1067,ROLO43115,2018-01-15,Rome,London,Monday,January
1068,RODU43115,2018-01-15,Rome,Dublin,Monday,January
1069,PALO43115,2018-01-15,Paris,London,Monday,January
1070,PADU43115,2018-01-15,Paris,Dublin,Monday,January
1071,PABE43115,2018-01-15,Paris,Berlin,Monday,January
1072,PARO43115,2018-01-15,Paris,Rome,Monday,January
1073,LODU43115,2018-01-15,London,Dublin,Monday,January
1074,LOBE43115,2018-01-15,London,Berlin,Monday,January
1075,LORO43115,2018-01-15,London,Rome,Monday,January
1076,LOPA43115,2018-01-15,London,Paris,Monday,January
1077,DUBE43115,2018-01-15,Dublin,Berlin,Monday,January
1078,DURO43115,2018-01-15,Dublin,Rome,Monday,January
1079,DUPA43115,2018-01-15,Dublin,Paris,Monday,January
1080,DULO43115,2018-01-15,Dublin,London,Monday,January
1081,BERO43116,2018-01-16,Berlin,Rome,Tuesday,January
1082,BEPA43116,2018-01-16,Berlin,Paris,Tuesday,January
1083,BELO43116,2018-01-16,Berlin,London,Tuesday,January
1084,BEDU43116,2018-01-16,Berlin,Dublin,Tuesday,January
1085,ROBE43116,2018-01-16,Rome,Berlin,Tuesday,January
1086,ROPA43116,2018-01-16,Rome,Paris,Tuesday,January
1087,ROLO43116,2018-01-16,Rome,London,Tuesday,January
1088,RODU43116,2018-01-16,Rome,Dublin,Tuesday,January
1089,PALO43116,2018-01-16,Paris,London,Tuesday,January
1090,PADU43116,2018-01-16,Paris,Dublin,Tuesday,January
1091,PABE43116,2018-01-16,Paris,Berlin,Tuesday,January
1092,PARO43116,2018-01-16,Paris,Rome,Tuesday,January
1093,LODU43116,2018-01-16,London,Dublin,Tuesday,January
1094,LOBE43116,2018-01-16,London,Berlin,Tuesday,January
1095,LORO43116,2018-01-16,London,Rome,Tuesday,January
1096,LOPA43116,2018-01-16,London,Paris,Tuesday,January
1097,DUBE43116,2018-01-16,Dublin,Berlin,Tuesday,January
1098,DURO43116,2018-01-16,Dublin,Rome,Tuesday,January
1099,DUPA43116,2018-01-16,Dublin,Paris,Tuesday,January
1100,DULO43116,2018-01-16,Dublin,London,Tuesday,January
1101,BERO43117,2018-01-17,Berlin,Rome,Wednesday,January
1102,BEPA43117,2018-01-17,Berlin,Paris,Wednesday,January
1103,BELO43117,2018-01-17,Berlin,London,Wednesday,January
1104,BEDU43117,2018-01-17,Berlin,Dublin,Wednesday,January
1105,ROBE43117,2018-01-17,Rome,Berlin,Wednesday,January
1106,ROPA43117,2018-01-17,Rome,Paris,Wednesday,January
1107,ROLO43117,2018-01-17,Rome,London,Wednesday,January
1108,RODU43117,2018-01-17,Rome,Dublin,Wednesday,January
1109,PALO43117,2018-01-17,Paris,London,Wednesday,January
1110,PADU43117,2018-01-17,Paris,Dublin,Wednesday,January
1111,PABE43117,2018-01-17,Paris,Berlin,Wednesday,January
1112,PARO43117,2018-01-17,Paris,Rome,Wednesday,January
1113,LODU43117,2018-01-17,London,Dublin,Wednesday,January
1114,LOBE43117,2018-01-17,London,Berlin,Wednesday,January
1115,LORO43117,2018-01-17,London,Rome,Wednesday,January
1116,LOPA43117,2018-01-17,London,Paris,Wednesday,January
1117,DUBE43117,2018-01-17,Dublin,Berlin,Wednesday,January
1118,DURO43117,2018-01-17,Dublin,Rome,Wednesday,January
1119,DUPA43117,2018-01-17,Dublin,Paris,Wednesday,January
1120,DULO43117,2018-01-17,Dublin,London,Wednesday,January
1121,BERO43118,2018-01-18,Berlin,Rome,Thursday,January
1122,BEPA43118,2018-01-18,Berlin,Paris,Thursday,January
1123,BELO43118,2018-01-18,Berlin,London,Thursday,January
1124,BEDU43118,2018-01-18,Berlin,Dublin,Thursday,January
1125,ROBE43118,2018-01-18,Rome,Berlin,Thursday,January
1126,ROPA43118,2018-01-18,Rome,Paris,Thursday,January
1127,ROLO43118,2018-01-18,Rome,London,Thursday,January
1128,RODU43118,2018-01-18,Rome,Dublin,Thursday,January
1129,PALO43118,2018-01-18,Paris,London,Thursday,January
1130,PADU43118,2018-01-18,Paris,Dublin,Thursday,January
1131,PABE43118,2018-01-18,Paris,Berlin,Thursday,January
1132,PARO43118,2018-01-18,Paris,Rome,Thursday,January
1133,LODU43118,2018-01-18,London,Dublin,Thursday,January
1134,LOBE43118,2018-01-18,London,Berlin,Thursday,January
1135,LORO43118,2018-01-18,London,Rome,Thursday,January
1136,LOPA43118,2018-01-18,London,Paris,Thursday,January
1137,DUBE43118,2018-01-18,Dublin,Berlin,Thursday,January
1138,DURO43118,2018-01-18,Dublin,Rome,Thursday,January
1139,DUPA43118,2018-01-18,Dublin,Paris,Thursday,January
1140,DULO43118,2018-01-18,Dublin,London,Thursday,January
1141,BERO43119,2018-01-19,Berlin,Rome,Friday,January
1142,BEPA43119,2018-01-19,Berlin,Paris,Friday,January
1143,BELO43119,2018-01-19,Berlin,London,Friday,January
1144,BEDU43119,2018-01-19,Berlin,Dublin,Friday,January
1145,ROBE43119,2018-01-19,Rome,Berlin,Friday,January
1146,ROPA43119,2018-01-19,Rome,Paris,Friday,January
1147,ROLO43119,2018-01-19,Rome,London,Friday,January
1148,RODU43119,2018-01-19,Rome,Dublin,Friday,January
1149,PALO43119,2018-01-19,Paris,London,Friday,January
1150,PADU43119,2018-01-19,Paris,Dublin,Friday,January
1151,PABE43119,2018-01-19,Paris,Berlin,Friday,January
1152,PARO43119,2018-01-19,Paris,Rome,Friday,January
1153,LODU43119,2018-01-19,London,Dublin,Friday,January
1154,LOBE43119,2018-01-19,London,Berlin,Friday,January
1155,LORO43119,2018-01-19,London,Rome,Friday,January
1156,LOPA43119,2018-01-19,London,Paris,Friday,January
1157,DUBE43119,2018-01-19,Dublin,Berlin,Friday,January
1158,DURO43119,2018-01-19,Dublin,Rome,Friday,January
1159,DUPA43119,2018-01-19,Dublin,Paris,Friday,January
1160,DULO43119,2018-01-19,Dublin,London,Friday,January
1161,BERO43120,2018-01-20,Berlin,Rome,Saturday,January
1162,BEPA43120,2018-01-20,Berlin,Paris,Saturday,January
1163,BELO43120,2018-01-20,Berlin,London,Saturday,January
1164,BEDU43120,2018-01-20,Berlin,Dublin,Saturday,January
1165,ROBE43120,2018-01-20,Rome,Berlin,Saturday,January
1166,ROPA43120,2018-01-20,Rome,Paris,Saturday,January
1167,ROLO43120,2018-01-20,Rome,London,Saturday,January
1168,RODU43120,2018-01-20,Rome,Dublin,Saturday,January
1169,PALO43120,2018-01-20,Paris,London,Saturday,January
1170,PADU43120,2018-01-20,Paris,Dublin,Saturday,January
1171,PABE43120,2018-01-20,Paris,Berlin,Saturday,January
1172,PARO43120,2018-01-20,Paris,Rome,Saturday,January
1173,LODU43120,2018-01-20,London,Dublin,Saturday,January
1174,LOBE43120,2018-01-20,London,Berlin,Saturday,January
1175,LORO43120,2018-01-20,London,Rome,Saturday,January
1176,LOPA43120,2018-01-20,London,Paris,Saturday,January
1177,DUBE43120,2018-01-20,Dublin,Berlin,Saturday,January
1178,DURO43120,2018-01-20,Dublin,Rome,Saturday,January
1179,DUPA43120,2018-01-20,Dublin,Paris,Saturday,January
1180,DULO43120,2018-01-20,Dublin,London,Saturday,January
1181,BERO43121,2018-01-21,Berlin,Rome,Sunday,January
1182,BEPA43121,2018-01-21,Berlin,Paris,Sunday,January
1183,BELO43121,2018-01-21,Berlin,London,Sunday,January
1184,BEDU43121,2018-01-21,Berlin,Dublin,Sunday,January
1185,ROBE43121,2018-01-21,Rome,Berlin,Sunday,January
1186,ROPA43121,2018-01-21,Rome,Paris,Sunday,January
1187,ROLO43121,2018-01-21,Rome,London,Sunday,January
1188,RODU43121,2018-01-21,Rome,Dublin,Sunday,January
1189,PALO43121,2018-01-21,Paris,London,Sunday,January
1190,PADU43121,2018-01-21,Paris,Dublin,Sunday,January
1191,PABE43121,2018-01-21,Paris,Berlin,Sunday,January
1192,PARO43121,2018-01-21,Paris,Rome,Sunday,January
1193,LODU43121,2018-01-21,London,Dublin,Sunday,January
1194,LOBE43121,2018-01-21,London,Berlin,Sunday,January
1195,LORO43121,2018-01-21,London,Rome,Sunday,January
1196,LOPA43121,2018-01-21,London,Paris,Sunday,January
1197,DUBE43121,2018-01-21,Dublin,Berlin,Sunday,January
1198,DURO43121,2018-01-21,Dublin,Rome,Sunday,January
1199,DUPA43121,2018-01-21,Dublin,Paris,Sunday,January
1200,DULO43121,2018-01-21,Dublin,London,Sunday,January
1201,BERO43122,2018-01-22,Berlin,Rome,Monday,January
1202,BEPA43122,2018-01-22,Berlin,Paris,Monday,January
1203,BELO43122,2018-01-22,Berlin,London,Monday,January
1204,BEDU43122,2018-01-22,Berlin,Dublin,Monday,January
1205,ROBE43122,2018-01-22,Rome,Berlin,Monday,January
1206,ROPA43122,2018-01-22,Rome,Paris,Monday,January
1207,ROLO43122,2018-01-22,Rome,London,Monday,January
1208,RODU43122,2018-01-22,Rome,Dublin,Monday,January
1209,PALO43122,2018-01-22,Paris,London,Monday,January
1210,PADU43122,2018-01-22,Paris,Dublin,Monday,January
1211,PABE43122,2018-01-22,Paris,Berlin,Monday,January
1212,PARO43122,2018-01-22,Paris,Rome,Monday,January
1213,LODU43122,2018-01-22,London,Dublin,Monday,January
1214,LOBE43122,2018-01-22,London,Berlin,Monday,January
1215,LORO43122,2018-01-22,London,Rome,Monday,January
1216,LOPA43122,2018-01-22,London,Paris,Monday,January
1217,DUBE43122,2018-01-22,Dublin,Berlin,Monday,January
1218,DURO43122,2018-01-22,Dublin,Rome,Monday,January
1219,DUPA43122,2018-01-22,Dublin,Paris,Monday,January
1220,DULO43122,2018-01-22,Dublin,London,Monday,January
1221,BERO43123,2018-01-23,Berlin,Rome,Tuesday,January
1222,BEPA43123,2018-01-23,Berlin,Paris,Tuesday,January
1223,BELO43123,2018-01-23,Berlin,London,Tuesday,January
1224,BEDU43123,2018-01-23,Berlin,Dublin,Tuesday,January
1225,ROBE43123,2018-01-23,Rome,Berlin,Tuesday,January
1226,ROPA43123,2018-01-23,Rome,Paris,Tuesday,January
1227,ROLO43123,2018-01-23,Rome,London,Tuesday,January
1228,RODU43123,2018-01-23,Rome,Dublin,Tuesday,January
1229,PALO43123,2018-01-23,Paris,London,Tuesday,January
1230,PADU43123,2018-01-23,Paris,Dublin,Tuesday,January
1231,PABE43123,2018-01-23,Paris,Berlin,Tuesday,January
1232,PARO43123,2018-01-23,Paris,Rome,Tuesday,January
1233,LODU43123,2018-01-23,London,Dublin,Tuesday,January
1234,LOBE43123,2018-01-23,London,Berlin,Tuesday,January
1235,LORO43123,2018-01-23,London,Rome,Tuesday,January
1236,LOPA43123,2018-01-23,London,Paris,Tuesday,January
1237,DUBE43123,2018-01-23,Dublin,Berlin,Tuesday,January
1238,DURO43123,2018-01-23,Dublin,Rome,Tuesday,January
1239,DUPA43123,2018-01-23,Dublin,Paris,Tuesday,January
1240,DULO43123,2018-01-23,Dublin,London,Tuesday,January
1241,BERO43124,2018-01-24,Berlin,Rome,Wednesday,January
1242,BEPA43124,2018-01-24,Berlin,Paris,Wednesday,January
1243,BELO43124,2018-01-24,Berlin,London,Wednesday,January
1244,BEDU43124,2018-01-24,Berlin,Dublin,Wednesday,January
1245,ROBE43124,2018-01-24,Rome,Berlin,Wednesday,January
1246,ROPA43124,2018-01-24,Rome,Paris,Wednesday,January
1247,ROLO43124,2018-01-24,Rome,London,Wednesday,January
1248,RODU43124,2018-01-24,Rome,Dublin,Wednesday,January
1249,PALO43124,2018-01-24,Paris,London,Wednesday,January
1250,PADU43124,2018-01-24,Paris,Dublin,Wednesday,January
1251,PABE43124,2018-01-24,Paris,Berlin,Wednesday,January
1252,PARO43124,2018-01-24,Paris,Rome,Wednesday,January
1253,LODU43124,2018-01-24,London,Dublin,Wednesday,January
1254,LOBE43124,2018-01-24,London,Berlin,Wednesday,January
1255,LORO43124,2018-01-24,London,Rome,Wednesday,January
1256,LOPA43124,2018-01-24,London,Paris,Wednesday,January
1257,DUBE43124,2018-01-24,Dublin,Berlin,Wednesday,January
1258,DURO43124,2018-01-24,Dublin,Rome,Wednesday,January
1259,DUPA43124,2018-01-24,Dublin,Paris,Wednesday,January
1260,DULO43124,2018-01-24,Dublin,London,Wednesday,January
1261,BERO43125,2018-01-25,Berlin,Rome,Thursday,January
1262,BEPA43125,2018-01-25,Berlin,Paris,Thursday,January
1263,BELO43125,2018-01-25,Berlin,London,Thursday,January
1264,BEDU43125,2018-01-25,Berlin,Dublin,Thursday,January
1265,ROBE43125,2018-01-25,Rome,Berlin,Thursday,January
1266,ROPA43125,2018-01-25,Rome,Paris,Thursday,January
1267,ROLO43125,2018-01-25,Rome,London,Thursday,January
1268,RODU43125,2018-01-25,Rome,Dublin,Thursday,January
1269,PALO43125,2018-01-25,Paris,London,Thursday,January
1270,PADU43125,2018-01-25,Paris,Dublin,Thursday,January
1271,PABE43125,2018-01-25,Paris,Berlin,Thursday,January
1272,PARO43125,2018-01-25,Paris,Rome,Thursday,January
1273,LODU43125,2018-01-25,London,Dublin,Thursday,January
1274,LOBE43125,2018-01-25,London,Berlin,Thursday,January
1275,LORO43125,2018-01-25,London,Rome,Thursday,January
1276,LOPA43125,2018-01-25,London,Paris,Thursday,January
1277,DUBE43125,2018-01-25,Dublin,Berlin,Thursday,January
1278,DURO43125,2018-01-25,Dublin,Rome,Thursday,January
1279,DUPA43125,2018-01-25,Dublin,Paris,Thursday,January
1280,DULO43125,2018-01-25,Dublin,London,Thursday,January
1281,BERO43126,2018-01-26,Berlin,Rome,Friday,January
1282,BEPA43126,2018-01-26,Berlin,Paris,Friday,January
1283,BELO43126,2018-01-26,Berlin,London,Friday,January
1284,BEDU43126,2018-01-26,Berlin,Dublin,Friday,January
1285,ROBE43126,2018-01-26,Rome,Berlin,Friday,January
1286,ROPA43126,2018-01-26,Rome,Paris,Friday,January
1287,ROLO43126,2018-01-26,Rome,London,Friday,January
1288,RODU43126,2018-01-26,Rome,Dublin,Friday,January
1289,PALO43126,2018-01-26,Paris,London,Friday,January
1290,PADU43126,2018-01-26,Paris,Dublin,Friday,January
1291,PABE43126,2018-01-26,Paris,Berlin,Friday,January
1292,PARO43126,2018-01-26,Paris,Rome,Friday,January
1293,LODU43126,2018-01-26,London,Dublin,Friday,January
1294,LOBE43126,2018-01-26,London,Berlin,Friday,January
1295,LORO43126,2018-01-26,London,Rome,Friday,January
1296,LOPA43126,2018-01-26,London,Paris,Friday,January
1297,DUBE43126,2018-01-26,Dublin,Berlin,Friday,January
1298,DURO43126,2018-01-26,Dublin,Rome,Friday,January
1299,DUPA43126,2018-01-26,Dublin,Paris,Friday,January
1300,DULO43126,2018-01-26,Dublin,London,Friday,January
1301,BERO43127,2018-01-27,Berlin,Rome,Saturday,January
1302,BEPA43127,2018-01-27,Berlin,Paris,Saturday,January
1303,BELO43127,2018-01-27,Berlin,London,Saturday,January
1304,BEDU43127,2018-01-27,Berlin,Dublin,Saturday,January
1305,ROBE43127,2018-01-27,Rome,Berlin,Saturday,January
1306,ROPA43127,2018-01-27,Rome,Paris,Saturday,January
1307,ROLO43127,2018-01-27,Rome,London,Saturday,January
1308,RODU43127,2018-01-27,Rome,Dublin,Saturday,January
1309,PALO43127,2018-01-27,Paris,London,Saturday,January
1310,PADU43127,2018-01-27,Paris,Dublin,Saturday,January
1311,PABE43127,2018-01-27,Paris,Berlin,Saturday,January
1312,PARO43127,2018-01-27,Paris,Rome,Saturday,January
1313,LODU43127,2018-01-27,London,Dublin,Saturday,January
1314,LOBE43127,2018-01-27,London,Berlin,Saturday,January
1315,LORO43127,2018-01-27,London,Rome,Saturday,January
1316,LOPA43127,2018-01-27,London,Paris,Saturday,January
1317,DUBE43127,2018-01-27,Dublin,Berlin,Saturday,January
1318,DURO43127,2018-01-27,Dublin,Rome,Saturday,January
1319,DUPA43127,2018-01-27,Dublin,Paris,Saturday,January
1320,DULO43127,2018-01-27,Dublin,London,Saturday,January
1321,BERO43128,2018-01-28,Berlin,Rome,Sunday,January
1322,BEPA43128,2018-01-28,Berlin,Paris,Sunday,January
1323,BELO43128,2018-01-28,Berlin,London,Sunday,January
1324,BEDU43128,2018-01-28,Berlin,Dublin,Sunday,January
1325,ROBE43128,2018-01-28,Rome,Berlin,Sunday,January
1326,ROPA43128,2018-01-28,Rome,Paris,Sunday,January
1327,ROLO43128,2018-01-28,Rome,London,Sunday,January
1328,RODU43128,2018-01-28,Rome,Dublin,Sunday,January
1329,PALO43128,2018-01-28,Paris,London,Sunday,January
1330,PADU43128,2018-01-28,Paris,Dublin,Sunday,January
1331,PABE43128,2018-01-28,Paris,Berlin,Sunday,January
1332,PARO43128,2018-01-28,Paris,Rome,Sunday,January
1333,LODU43128,2018-01-28,London,Dublin,Sunday,January
1334,LOBE43128,2018-01-28,London,Berlin,Sunday,January
1335,LORO43128,2018-01-28,London,Rome,Sunday,January
1336,LOPA43128,2018-01-28,London,Paris,Sunday,January
1337,DUBE43128,2018-01-28,Dublin,Berlin,Sunday,January
1338,DURO43128,2018-01-28,Dublin,Rome,Sunday,January
1339,DUPA43128,2018-01-28,Dublin,Paris,Sunday,January
1340,DULO43128,2018-01-28,Dublin,London,Sunday,January
1341,BERO43129,2018-01-29,Berlin,Rome,Monday,January
1342,BEPA43129,2018-01-29,Berlin,Paris,Monday,January
1343,BELO43129,2018-01-29,Berlin,London,Monday,January
1344,BEDU43129,2018-01-29,Berlin,Dublin,Monday,January
1345,ROBE43129,2018-01-29,Rome,Berlin,Monday,January
1346,ROPA43129,2018-01-29,Rome,Paris,Monday,January
1347,ROLO43129,2018-01-29,Rome,London,Monday,January
1348,RODU43129,2018-01-29,Rome,Dublin,Monday,January
1349,PALO43129,2018-01-29,Paris,London,Monday,January
1350,PADU43129,2018-01-29,Paris,Dublin,Monday,January
1351,PABE43129,2018-01-29,Paris,Berlin,Monday,January
1352,PARO43129,2018-01-29,Paris,Rome,Monday,January
1353,LODU43129,2018-01-29,London,Dublin,Monday,January
1354,LOBE43129,2018-01-29,London,Berlin,Monday,January
1355,LORO43129,2018-01-29,London,Rome,Monday,January
1356,LOPA43129,2018-01-29,London,Paris,Monday,January
1357,DUBE43129,2018-01-29,Dublin,Berlin,Monday,January
1358,DURO43129,2018-01-29,Dublin,Rome,Monday,January
1359,DUPA43129,2018-01-29,Dublin,Paris,Monday,January
1360,DULO43129,2018-01-29,Dublin,London,Monday,January
1361,BERO43130,2018-01-30,Berlin,Rome,Tuesday,January
1362,BEPA43130,2018-01-30,Berlin,Paris,Tuesday,January
1363,BELO43130,2018-01-30,Berlin,London,Tuesday,January
1364,BEDU43130,2018-01-30,Berlin,Dublin,Tuesday,January
1365,ROBE43130,2018-01-30,Rome,Berlin,Tuesday,January
1366,ROPA43130,2018-01-30,Rome,Paris,Tuesday,January
1367,ROLO43130,2018-01-30,Rome,London,Tuesday,January
1368,RODU43130,2018-01-30,Rome,Dublin,Tuesday,January
1369,PALO43130,2018-01-30,Paris,London,Tuesday,January
1370,PADU43130,2018-01-30,Paris,Dublin,Tuesday,January
1371,PABE43130,2018-01-30,Paris,Berlin,Tuesday,January
1372,PARO43130,2018-01-30,Paris,Rome,Tuesday,January
1373,LODU43130,2018-01-30,London,Dublin,Tuesday,January
1374,LOBE43130,2018-01-30,London,Berlin,Tuesday,January
1375,LORO43130,2018-01-30,London,Rome,Tuesday,January
1376,LOPA43130,2018-01-30,London,Paris,Tuesday,January
1377,DUBE43130,2018-01-30,Dublin,Berlin,Tuesday,January
1378,DURO43130,2018-01-30,Dublin,Rome,Tuesday,January
1379,DUPA43130,2018-01-30,Dublin,Paris,Tuesday,January
1380,DULO43130,2018-01-30,Dublin,London,Tuesday,January
1381,BERO43131,2018-01-31,Berlin,Rome,Wednesday,January
1382,BEPA43131,2018-01-31,Berlin,Paris,Wednesday,January
1383,BELO43131,2018-01-31,Berlin,London,Wednesday,January
1384,BEDU43131,2018-01-31,Berlin,Dublin,Wednesday,January
1385,ROBE43131,2018-01-31,Rome,Berlin,Wednesday,January
1386,ROPA43131,2018-01-31,Rome,Paris,Wednesday,January
1387,ROLO43131,2018-01-31,Rome,London,Wednesday,January
1388,RODU43131,2018-01-31,Rome,Dublin,Wednesday,January
1389,PALO43131,2018-01-31,Paris,London,Wednesday,January
1390,PADU43131,2018-01-31,Paris,Dublin,Wednesday,January
1391,PABE43131,2018-01-31,Paris,Berlin,Wednesday,January
1392,PARO43131,2018-01-31,Paris,Rome,Wednesday,January
1393,LODU43131,2018-01-31,London,Dublin,Wednesday,January
1394,LOBE43131,2018-01-31,London,Berlin,Wednesday,January
1395,LORO43131,2018-01-31,London,Rome,Wednesday,January
1396,LOPA43131,2018-01-31,London,Paris,Wednesday,January
1397,DUBE43131,2018-01-31,Dublin,Berlin,Wednesday,January
1398,DURO43131,2018-01-31,Dublin,Rome,Wednesday,January
1399,DUPA43131,2018-01-31,Dublin,Paris,Wednesday,January
1400,DULO43131,2018-01-31,Dublin,London,Wednesday,January
1401,BERO43132,2018-02-01,Berlin,Rome,Thursday,February
1402,BEPA43132,2018-02-01,Berlin,Paris,Thursday,February
1403,BELO43132,2018-02-01,Berlin,London,Thursday,February
1404,BEDU43132,2018-02-01,Berlin,Dublin,Thursday,February
1405,ROBE43132,2018-02-01,Rome,Berlin,Thursday,February
1406,ROPA43132,2018-02-01,Rome,Paris,Thursday,February
1407,ROLO43132,2018-02-01,Rome,London,Thursday,February
1408,RODU43132,2018-02-01,Rome,Dublin,Thursday,February
1409,PALO43132,2018-02-01,Paris,London,Thursday,February
1410,PADU43132,2018-02-01,Paris,Dublin,Thursday,February
1411,PABE43132,2018-02-01,Paris,Berlin,Thursday,February
1412,PARO43132,2018-02-01,Paris,Rome,Thursday,February
1413,LODU43132,2018-02-01,London,Dublin,Thursday,February
1414,LOBE43132,2018-02-01,London,Berlin,Thursday,February
1415,LORO43132,2018-02-01,London,Rome,Thursday,February
1416,LOPA43132,2018-02-01,London,Paris,Thursday,February
1417,DUBE43132,2018-02-01,Dublin,Berlin,Thursday,February
1418,DURO43132,2018-02-01,Dublin,Rome,Thursday,February
1419,DUPA43132,2018-02-01,Dublin,Paris,Thursday,February
1420,DULO43132,2018-02-01,Dublin,London,Thursday,February
1421,BERO43133,2018-02-02,Berlin,Rome,Friday,February
1422,BEPA43133,2018-02-02,Berlin,Paris,Friday,February
1423,BELO43133,2018-02-02,Berlin,London,Friday,February
1424,BEDU43133,2018-02-02,Berlin,Dublin,Friday,February
1425,ROBE43133,2018-02-02,Rome,Berlin,Friday,February
1426,ROPA43133,2018-02-02,Rome,Paris,Friday,February
1427,ROLO43133,2018-02-02,Rome,London,Friday,February
1428,RODU43133,2018-02-02,Rome,Dublin,Friday,February
1429,PALO43133,2018-02-02,Paris,London,Friday,February
1430,PADU43133,2018-02-02,Paris,Dublin,Friday,February
1431,PABE43133,2018-02-02,Paris,Berlin,Friday,February
1432,PARO43133,2018-02-02,Paris,Rome,Friday,February
1433,LODU43133,2018-02-02,London,Dublin,Friday,February
1434,LOBE43133,2018-02-02,London,Berlin,Friday,February
1435,LORO43133,2018-02-02,London,Rome,Friday,February
1436,LOPA43133,2018-02-02,London,Paris,Friday,February
1437,DUBE43133,2018-02-02,Dublin,Berlin,Friday,February
1438,DURO43133,2018-02-02,Dublin,Rome,Friday,February
1439,DUPA43133,2018-02-02,Dublin,Paris,Friday,February
1440,DULO43133,2018-02-02,Dublin,London,Friday,February
1441,BERO43134,2018-02-03,Berlin,Rome,Saturday,February
1442,BEPA43134,2018-02-03,Berlin,Paris,Saturday,February
1443,BELO43134,2018-02-03,Berlin,London,Saturday,February
1444,BEDU43134,2018-02-03,Berlin,Dublin,Saturday,February
1445,ROBE43134,2018-02-03,Rome,Berlin,Saturday,February
1446,ROPA43134,2018-02-03,Rome,Paris,Saturday,February
1447,ROLO43134,2018-02-03,Rome,London,Saturday,February
1448,RODU43134,2018-02-03,Rome,Dublin,Saturday,February
1449,PALO43134,2018-02-03,Paris,London,Saturday,February
1450,PADU43134,2018-02-03,Paris,Dublin,Saturday,February
1451,PABE43134,2018-02-03,Paris,Berlin,Saturday,February
1452,PARO43134,2018-02-03,Paris,Rome,Saturday,February
1453,LODU43134,2018-02-03,London,Dublin,Saturday,February
1454,LOBE43134,2018-02-03,London,Berlin,Saturday,February
1455,LORO43134,2018-02-03,London,Rome,Saturday,February
1456,LOPA43134,2018-02-03,London,Paris,Saturday,February
1457,DUBE43134,2018-02-03,Dublin,Berlin,Saturday,February
1458,DURO43134,2018-02-03,Dublin,Rome,Saturday,February
1459,DUPA43134,2018-02-03,Dublin,Paris,Saturday,February
1460,DULO43134,2018-02-03,Dublin,London,Saturday,February
1461,BERO43135,2018-02-04,Berlin,Rome,Sunday,February
1462,BEPA43135,2018-02-04,Berlin,Paris,Sunday,February
1463,BELO43135,2018-02-04,Berlin,London,Sunday,February
1464,BEDU43135,2018-02-04,Berlin,Dublin,Sunday,February
1465,ROBE43135,2018-02-04,Rome,Berlin,Sunday,February
1466,ROPA43135,2018-02-04,Rome,Paris,Sunday,February
1467,ROLO43135,2018-02-04,Rome,London,Sunday,February
1468,RODU43135,2018-02-04,Rome,Dublin,Sunday,February
1469,PALO43135,2018-02-04,Paris,London,Sunday,February
1470,PADU43135,2018-02-04,Paris,Dublin,Sunday,February
1471,PABE43135,2018-02-04,Paris,Berlin,Sunday,February
1472,PARO43135,2018-02-04,Paris,Rome,Sunday,February
1473,LODU43135,2018-02-04,London,Dublin,Sunday,February
1474,LOBE43135,2018-02-04,London,Berlin,Sunday,February
1475,LORO43135,2018-02-04,London,Rome,Sunday,February
1476,LOPA43135,2018-02-04,London,Paris,Sunday,February
1477,DUBE43135,2018-02-04,Dublin,Berlin,Sunday,February
1478,DURO43135,2018-02-04,Dublin,Rome,Sunday,February
1479,DUPA43135,2018-02-04,Dublin,Paris,Sunday,February
1480,DULO43135,2018-02-04,Dublin,London,Sunday,February
1481,BERO43136,2018-02-05,Berlin,Rome,Monday,February
1482,BEPA43136,2018-02-05,Berlin,Paris,Monday,February
1483,BELO43136,2018-02-05,Berlin,London,Monday,February
1484,BEDU43136,2018-02-05,Berlin,Dublin,Monday,February
1485,ROBE43136,2018-02-05,Rome,Berlin,Monday,February
1486,ROPA43136,2018-02-05,Rome,Paris,Monday,February
1487,ROLO43136,2018-02-05,Rome,London,Monday,February
1488,RODU43136,2018-02-05,Rome,Dublin,Monday,February
1489,PALO43136,2018-02-05,Paris,London,Monday,February
1490,PADU43136,2018-02-05,Paris,Dublin,Monday,February
1491,PABE43136,2018-02-05,Paris,Berlin,Monday,February
1492,PARO43136,2018-02-05,Paris,Rome,Monday,February
1493,LODU43136,2018-02-05,London,Dublin,Monday,February
1494,LOBE43136,2018-02-05,London,Berlin,Monday,February
1495,LORO43136,2018-02-05,London,Rome,Monday,February
1496,LOPA43136,2018-02-05,London,Paris,Monday,February
1497,DUBE43136,2018-02-05,Dublin,Berlin,Monday,February
1498,DURO43136,2018-02-05,Dublin,Rome,Monday,February
1499,DUPA43136,2018-02-05,Dublin,Paris,Monday,February
1500,DULO43136,2018-02-05,Dublin,London,Monday,February
1501,BERO43137,2018-02-06,Berlin,Rome,Tuesday,February
1502,BEPA43137,2018-02-06,Berlin,Paris,Tuesday,February
1503,BELO43137,2018-02-06,Berlin,London,Tuesday,February
1504,BEDU43137,2018-02-06,Berlin,Dublin,Tuesday,February
1505,ROBE43137,2018-02-06,Rome,Berlin,Tuesday,February
1506,ROPA43137,2018-02-06,Rome,Paris,Tuesday,February
1507,ROLO43137,2018-02-06,Rome,London,Tuesday,February
1508,RODU43137,2018-02-06,Rome,Dublin,Tuesday,February
1509,PALO43137,2018-02-06,Paris,London,Tuesday,February
1510,PADU43137,2018-02-06,Paris,Dublin,Tuesday,February
